    N   =   10000
  -0.0010527421  -0.0043711349  8.3907536E-05
 -0.00098983806  -0.0043681400  8.2947652E-05
 -0.00092732535  -0.0043640716  8.1993222E-05
 -0.00086518994  -0.0043589801  8.1041510E-05
 -0.00080342313  -0.0043529036  8.0091436E-05
 -0.00074201415  -0.0043458750  7.9141999E-05
 -0.00068094874  -0.0043379200  7.8192173E-05
 -0.00062021180  -0.0043290547  7.7241247E-05
 -0.00055979299  -0.0043192860  7.6289304E-05
 -0.00049969478  -0.0043086195  7.5337298E-05
 -0.00043992135  -0.0042970826  7.4384174E-05
 -0.00038044046  -0.0042847020  7.3425168E-05
 -0.00032121448  -0.0042714674  7.2457635E-05
 -0.00026222358  -0.0042573518  7.1481463E-05
 -0.00020346195  -0.0042423236  7.0497772E-05
 -0.00014493540  -0.0042263482  6.9508559E-05
 -8.6661989E-05  -0.0042093890  6.8516806E-05
 -2.8676254E-05  -0.0041914084  6.7526946E-05
  2.8960834E-05  -0.0041723777  6.6545257E-05
  8.6171284E-05  -0.0041523107  6.5576571E-05
  0.00014291145  -0.0041312517  6.4620796E-05
  0.00019915876  -0.0041092353  6.3677576E-05
  0.00025489455  -0.0040862935  6.2747174E-05
  0.00031010768  -0.0040624599  6.1829538E-05
  0.00036479755  -0.0040377662  6.0923974E-05
  0.00041897330  -0.0040122359  6.0029381E-05
  0.00047264738  -0.0039858765  5.9145168E-05
  0.00052581657  -0.0039586811  5.8272786E-05
  0.00057845686  -0.0039306634  5.7413246E-05
  0.00063057121  -0.0039018557  5.6562949E-05
  0.00068218006  -0.0038722703  5.5717765E-05
  0.00073330061  -0.0038419036  5.4874700E-05
  0.00078394397  -0.0038107433  5.4031593E-05
  0.00083411615  -0.0037787713  5.3186852E-05
  0.00088381919  -0.0037459628  5.2339483E-05
  0.00093304858  -0.0037122798  5.1489861E-05
  0.00098177265  -0.0036776686  5.0641939E-05
   0.0010299190  -0.0036421003  4.9801291E-05
   0.0010774233  -0.0036055820  4.8969938E-05
   0.0011242312  -0.0035681256  4.8149025E-05
   0.0011702860  -0.0035297487  4.7340287E-05
   0.0012155296  -0.0034904824  4.6545719E-05
   0.0012599096  -0.0034503742  4.5766937E-05
   0.0013033896  -0.0034094852  4.5004634E-05
   0.0013459559  -0.0033678758  4.4258926E-05
   0.0013875994  -0.0033255874  4.3532226E-05
   0.0014282921  -0.0032826733  4.2828362E-05
   0.0014680294  -0.0032392123  4.2147188E-05
   0.0015068361  -0.0031952759  4.1486333E-05
   0.0015447520  -0.0031509198  4.0842918E-05
   0.0015818246  -0.0031061853  4.0213941E-05
   0.0016181066  -0.0030611011  3.9596192E-05
   0.0016536574  -0.0030156838  3.8985972E-05
   0.0016885472  -0.0029699286  3.8379374E-05
   0.0017228359  -0.0029237879  3.7775937E-05
   0.0017565363  -0.0028772062  3.7179017E-05
   0.0017896492  -0.0028301479  3.6590358E-05
   0.0018221749  -0.0027825781  3.6010546E-05
   0.0018541057  -0.0027344574  3.5440260E-05
   0.0018854204  -0.0026857459  3.4880628E-05
   0.0019160836  -0.0026364103  3.4333038E-05
   0.0019460512  -0.0025864316  3.3798414E-05
   0.0019752863  -0.0025358018  3.3276580E-05
   0.0020037498  -0.0024844961  3.2769811E-05
   0.0020313659  -0.0024325016  3.2284133E-05
   0.0020580552  -0.0023798459  3.1823987E-05
   0.0020837568  -0.0023265795  3.1391538E-05
   0.0021084291  -0.0022727630  3.0987419E-05
   0.0021320463  -0.0022184603  3.0611158E-05
   0.0021545964  -0.0021637368  3.0261262E-05
   0.0021760819  -0.0021086615  2.9934600E-05
   0.0021965360  -0.0020533006  2.9625398E-05
   0.0022160119  -0.0019976781  2.9329221E-05
   0.0022345340  -0.0019417928  2.9046075E-05
   0.0022521126  -0.0018856514  2.8776339E-05
   0.0022687581  -0.0018292631  2.8519829E-05
   0.0022844812  -0.0017726341  2.8276262E-05
   0.0022992891  -0.0017157665  2.8045622E-05
   0.0023131822  -0.0016586614  2.7828231E-05
   0.0023261552  -0.0016013276  2.7623912E-05
   0.0023382181  -0.0015437844  2.7429878E-05
   0.0023493973  -0.0014860205  2.7244163E-05
   0.0023596859  -0.0014280034  2.7069591E-05
   0.0023690510  -0.0013697148  2.6910542E-05
   0.0023774505  -0.0013111552  2.6771452E-05
   0.0023848406  -0.0012523420  2.6656529E-05
   0.0023911807  -0.0011933079  2.6569631E-05
   0.0023964352  -0.0011340991  2.6514108E-05
   0.0024005764  -0.0010747813  2.6491790E-05
   0.0024036110  -0.0010154432  2.6499792E-05
   0.0024055918 -0.00095614616  2.6533150E-05
   0.0024065684 -0.00089691538  2.6589659E-05
   0.0024065812 -0.00083776500  2.6668131E-05
   0.0024056675 -0.00077870204  2.6767383E-05
   0.0024038619 -0.00071972491  2.6886269E-05
   0.0024011931 -0.00066082255  2.7024045E-05
   0.0023976778 -0.00060197606  2.7180863E-05
   0.0023933139 -0.00054317277  2.7357327E-05
   0.0023881063 -0.00048442622  2.7550514E-05
   0.0023820902 -0.00042573364  2.7755378E-05
   0.0023752903 -0.00036706230  2.7969677E-05
   0.0023677106 -0.00030837106  2.8193226E-05
   0.0023593381 -0.00024961854  2.8427009E-05
   0.0023501443 -0.00019076598  2.8673026E-05
   0.0023400851 -0.00013177939  2.8934487E-05
   0.0023290966 -7.2632799E-05  2.9216353E-05
   0.0023170874 -1.3325604E-05  2.9525098E-05
   0.0023039693  4.6086057E-05  2.9863693E-05
   0.0022896980  0.00010552762  3.0231180E-05
   0.0022742483  0.00016493105  3.0626969E-05
   0.0022576055  0.00022422729  3.1050717E-05
   0.0022397690  0.00028334627  3.1501685E-05
   0.0022207531  0.00034222163  3.1978645E-05
   0.0022005852  0.00040079732  3.2480270E-05
   0.0021792968  0.00045903506  3.3006332E-05
   0.0021569014  0.00051690505  3.3558818E-05
   0.0021334109  0.00057434838  3.4137204E-05
   0.0021088742  0.00063130589  3.4737175E-05
   0.0020833543  0.00068774336  3.5354680E-05
   0.0020569145  0.00074364530  3.5986586E-05
   0.0020296161  0.00079901048  3.6630387E-05
   0.0020015178  0.00085385135  3.7284063E-05
   0.0019726749  0.00090819693  3.7946294E-05
   0.0019431309  0.00096210080  3.8617804E-05
   0.0019128873   0.0010156333  3.9303508E-05
   0.0018819115   0.0010688321  4.0007927E-05
   0.0018501788   0.0011217135  4.0732553E-05
   0.0018176638   0.0011742922  4.1478744E-05
   0.0017843329   0.0012265745  4.2248253E-05
   0.0017501500   0.0012785524  4.3042697E-05
   0.0017150842   0.0013302026  4.3862929E-05
   0.0016791190   0.0013814929  4.4708690E-05
   0.0016422543   0.0014324002  4.5579764E-05
   0.0016044743   0.0014829186  4.6479247E-05
   0.0015657467   0.0015330138  4.7409741E-05
   0.0015260628   0.0015826323  4.8370129E-05
   0.0014854333   0.0016317254  4.9357842E-05
   0.0014438786   0.0016802525  5.0369928E-05
   0.0014014244   0.0017281792  5.1403205E-05
   0.0013581026   0.0017754755  5.2454062E-05
   0.0013139558   0.0018221180  5.3518134E-05
   0.0012690400   0.0018681064  5.4591373E-05
   0.0012233888   0.0019134773  5.5674420E-05
   0.0011769993   0.0019582552  5.6769814E-05
   0.0011298686   0.0020024484  5.7878317E-05
   0.0010819944   0.0020460656  5.9000168E-05
   0.0010333681   0.0020891167  6.0136000E-05
  0.00098397092   0.0021316080  6.1286986E-05
  0.00093377531   0.0021735340  6.2454431E-05
  0.00088275622   0.0022148713  6.3638711E-05
  0.00083090786   0.0022555933  6.4839346E-05
  0.00077821639   0.0022956937  6.6059682E-05
  0.00072464399   0.0023351444  6.7304948E-05
  0.00067016484   0.0023738891  6.8578217E-05
  0.00061477444   0.0024118612  6.9880683E-05
  0.00055848658   0.0024489943  7.1212335E-05
  0.00050132889   0.0024852255  7.2572275E-05
  0.00044334001   0.0025204951  7.3958584E-05
  0.00038457503   0.0025547427  7.5367259E-05
  0.00032512265   0.0025879253  7.6791881E-05
  0.00026507245   0.0026200511  7.8229280E-05
  0.00020448220   0.0026511431  7.9679412E-05
  0.00014339893   0.0026812215  8.1141939E-05
  8.1865965E-05   0.0027103105  8.2616072E-05
  1.9920405E-05   0.0027384413  8.4101053E-05
 -4.2411412E-05   0.0027656517  8.5596503E-05
 -0.00010511820   0.0027919800  8.7102386E-05
 -0.00016819875   0.0028174522  8.8617622E-05
 -0.00023163532   0.0028420900  9.0138565E-05
 -0.00029541720   0.0028659487  9.1664603E-05
 -0.00035957436   0.0028890845  9.3199078E-05
 -0.00042415919   0.0029115295  9.4746142E-05
 -0.00048923141   0.0029332915  9.6309787E-05
 -0.00055485001   0.0029543566  9.7893614E-05
 -0.00062106908   0.0029746929  9.9500802E-05
 -0.00068793776   0.0029942509  0.00010113399
 -0.00075549388   0.0030129535  0.00010279357
 -0.00082372843   0.0030307054  0.00010447490
 -0.00089259969   0.0030474452  0.00010617360
 -0.00096207160   0.0030631317  0.00010788772
  -0.0010321096   0.0030777276  0.00010961583
  -0.0011026754   0.0030911993  0.00011135648
  -0.0011737265   0.0031035201  0.00011310828
  -0.0012452203   0.0031146725  0.00011487034
  -0.0013171214   0.0031246464  0.00011664277
  -0.0013894049   0.0031334193  0.00011842522
  -0.0014620173   0.0031409534  0.00012021290
  -0.0015348813   0.0031472451  0.00012200098
  -0.0016079335   0.0031523197  0.00012378750
  -0.0016811281   0.0031562138  0.00012557223
  -0.0017544352   0.0031589694  0.00012735619
  -0.0018278406   0.0031606300  0.00012914149
  -0.0019013470   0.0031612384  0.00013093167
  -0.0019749793   0.0031608315  0.00013273216
  -0.0020487891   0.0031594142  0.00013454881
  -0.0021228056   0.0031569447  0.00013638244
  -0.0021970227   0.0031533842  0.00013823153
  -0.0022714256   0.0031487040  0.00014009512
  -0.0023459945   0.0031428787  0.00014197230
  -0.0024207036   0.0031358855  0.00014386181
  -0.0024955199   0.0031277074  0.00014576205
  -0.0025704058   0.0031183384  0.00014767160
  -0.0026453319   0.0031077892  0.00014959076
  -0.0027202959   0.0030960631  0.00015152141
  -0.0027952841   0.0030831306  0.00015346123
  -0.0028702529   0.0030689702  0.00015540545
  -0.0029451528   0.0030535794  0.00015734986
  -0.0030199365   0.0030369682  0.00015929096
  -0.0030945595   0.0030191567  0.00016122572
  -0.0031689808   0.0030001750  0.00016315164
  -0.0032431645   0.0029800675  0.00016506718
  -0.0033170942   0.0029589010  0.00016697382
  -0.0033908031   0.0029367392  0.00016887703
  -0.0034643401   0.0029136011  0.00017078008
  -0.0035377422   0.0028894869  0.00017268418
  -0.0036110443   0.0028643878  0.00017459061
  -0.0036842793   0.0028382808  0.00017650071
  -0.0037574720   0.0028111278  0.00017841532
  -0.0038306312   0.0027828785  0.00018033427
  -0.0039037428   0.0027534813  0.00018225638
  -0.0039767776   0.0027229051  0.00018418167
  -0.0040497294   0.0026911283  0.00018611361
  -0.0041225902   0.0026580987  0.00018805336
  -0.0041953242   0.0026237584  0.00018999913
  -0.0042678769   0.0025880598  0.00019194811
  -0.0043401831   0.0025509665  0.00019389713
  -0.0044121694   0.0025124531  0.00019584262
  -0.0044837534   0.0024725044  0.00019778030
  -0.0045548383   0.0024311213  0.00019970498
  -0.0046253194   0.0023883450  0.00020161293
  -0.0046951315   0.0023442508  0.00020350547
  -0.0047642379   0.0022989005  0.00020538405
  -0.0048326066   0.0022523530  0.00020724877
  -0.0049002157   0.0022046721  0.00020909978
  -0.0049670601   0.0021559229  0.00021093784
  -0.0050331531   0.0021061627  0.00021276422
  -0.0050985201   0.0020554311  0.00021457996
  -0.0051631819   0.0020037473  0.00021638456
  -0.0052271433   0.0019511367  0.00021817759
  -0.0052904337   0.0018976361  0.00021996296
  -0.0053530995   0.0018432513  0.00022174476
  -0.0054151751   0.0017879644  0.00022352495
  -0.0054766799   0.0017317472  0.00022530409
  -0.0055376216   0.0016745675  0.00022708178
  -0.0055979980   0.0016163897  0.00022885688
  -0.0056577974   0.0015571721  0.00023062702
  -0.0057169852   0.0014968647  0.00023238716
  -0.0057754905   0.0014354414  0.00023413093
  -0.0058332548   0.0013729163  0.00023585624
  -0.0058902395   0.0013093034  0.00023756262
  -0.0059464065   0.0012446139  0.00023924910
  -0.0060017157   0.0011788634  0.00024091443
  -0.0060561287   0.0011120755  0.00024255756
  -0.0061096149   0.0010442813  0.00024417801
  -0.0061621557  0.00097551030  0.00024577561
  -0.0062137327  0.00090577817  0.00024734838
  -0.0062643050  0.00083511146  0.00024889286
  -0.0063138517  0.00076356737  0.00025041000
  -0.0063623829  0.00069119447  0.00025190341
  -0.0064099199  0.00061802125  0.00025337694
  -0.0064564838  0.00054405937  0.00025483412
  -0.0065020909  0.00046930867  0.00025627802
  -0.0065467527  0.00039376113  0.00025771145
  -0.0065904796  0.00031739767  0.00025913662
  -0.0066332671  0.00024017398  0.00026055243
  -0.0066750628  0.00016204972  0.00026195360
  -0.0067158041  8.3023850E-05  0.00026333671
  -0.0067554398  3.1101239E-06  0.00026470010
  -0.0067939230 -7.7672823E-05  0.00026604231
  -0.0068312080 -0.00015930056  0.00026736175
  -0.0068672507 -0.00024174044  0.00026865696
  -0.0069020133 -0.00032494978  0.00026992716
  -0.0069354744 -0.00040888208  0.00027117252
  -0.0069676209 -0.00049351223  0.00027239136
  -0.0069984075 -0.00057881691  0.00027357792
  -0.0070277859 -0.00066473659  0.00027472815
  -0.0070557305 -0.00075119372  0.00027584060
  -0.0070822380 -0.00083810714  0.00027691545
  -0.0071073250 -0.00092539897  0.00027795417
  -0.0071310254  -0.0010129990  0.00027895933
  -0.0071533894  -0.0011008466  0.00027993500
  -0.0071744902  -0.0011888974  0.00028088716
  -0.0071944152  -0.0012771559  0.00028182043
  -0.0072132119  -0.0013656631  0.00028273419
  -0.0072308988  -0.0014544527  0.00028362699
  -0.0072474853  -0.0015435539  0.00028449792
  -0.0072629714  -0.0016329959  0.00028534604
  -0.0072773464  -0.0017228069  0.00028617010
  -0.0072905878  -0.0018130101  0.00028696864
  -0.0073026645  -0.0019036156  0.00028774076
  -0.0073135556  -0.0019946183  0.00028848787
  -0.0073232572  -0.0020860335  0.00028921128
  -0.0073317335  -0.0021778963  0.00028990761
  -0.0073389218  -0.0022702219  0.00029057227
  -0.0073447526  -0.0023630031  0.00029120124
  -0.0073491557  -0.0024562141  0.00029179110
  -0.0073520628  -0.0025498117  0.00029233891
  -0.0073534103  -0.0026437335  0.00029284233
  -0.0073531447  -0.0027378932  0.00029330058
  -0.0073512469  -0.0028321770  0.00029371701
  -0.0073477512  -0.0029264898  0.00029409752
  -0.0073426965  -0.0030207739  0.00029444487
  -0.0073361165  -0.0031149823  0.00029476062
  -0.0073280475  -0.0032090763  0.00029504631
  -0.0073185264  -0.0033030291  0.00029530323
  -0.0073075853  -0.0033968256  0.00029553202
  -0.0072952456  -0.0034904591  0.00029573220
  -0.0072815120  -0.0035839189  0.00029590268
  -0.0072663932  -0.0036771705  0.00029604505
  -0.0072499302  -0.0037701909  0.00029616318
  -0.0072321544  -0.0038629890  0.00029625770
  -0.0072130767  -0.0039555787  0.00029632705
  -0.0071926953  -0.0040479703  0.00029636890
  -0.0071710002  -0.0041401700  0.00029638047
  -0.0071479738  -0.0042321809  0.00029635841
  -0.0071235866  -0.0043240018  0.00029629839
  -0.0070977906  -0.0044156158  0.00029619523
  -0.0070705395  -0.0045069625  0.00029604689
  -0.0070418306  -0.0045979688  0.00029585555
  -0.0070116760  -0.0046885785  0.00029562259
  -0.0069800918  -0.0047787386  0.00029534875
  -0.0069471039  -0.0048683965  0.00029503517
  -0.0069127515  -0.0049575062  0.00029468365
  -0.0068770842  -0.0050460364  0.00029429628
  -0.0068401518  -0.0051339779  0.00029387429
  -0.0068019832  -0.0052213364  0.00029341701
  -0.0067625927  -0.0053080967  0.00029292545
  -0.0067220210  -0.0053942415  0.00029240442
  -0.0066803110  -0.0054797798  0.00029185778
  -0.0066374906  -0.0055647337  0.00029128765
  -0.0065935735  -0.0056491283  0.00029069507
  -0.0065485626  -0.0057329882  0.00029008032
  -0.0065024529  -0.0058163378  0.00028944292
  -0.0064552284  -0.0058992062  0.00028878076
  -0.0064068430  -0.0059816227  0.00028808852
  -0.0063572260  -0.0060635743  0.00028736143
  -0.0063063313  -0.0061450168  0.00028659877
  -0.0062541282  -0.0062259051  0.00028580031
  -0.0062005894  -0.0063061900  0.00028496532
  -0.0061456926  -0.0063858125  0.00028409300
  -0.0060894262  -0.0064647029  0.00028318306
  -0.0060317975  -0.0065427852  0.00028223597
  -0.0059728339  -0.0066199921  0.00028125228
  -0.0059125605  -0.0066962748  0.00028022994
  -0.0058509922  -0.0067715656  0.00027916735
  -0.0057881770  -0.0068457845  0.00027806726
  -0.0057241884  -0.0069188720  0.00027693397
  -0.0056591074  -0.0069907921  0.00027577163
  -0.0055930143  -0.0070615277  0.00027458403
  -0.0055259861  -0.0071310762  0.00027337468
  -0.0054580984  -0.0071994476  0.00027214699
  -0.0053894270  -0.0072666737  0.00027090352
  -0.0053200201  -0.0073328190  0.00026964240
  -0.0052498803  -0.0073979339  0.00026835938
  -0.0051790078  -0.0074620427  0.00026705265
  -0.0051074063  -0.0075251664  0.00026572143
  -0.0050350751  -0.0075873251  0.00026436489
  -0.0049620064  -0.0076485357  0.00026298209
  -0.0048881870  -0.0077088063  0.00026157225
  -0.0048136048  -0.0077681341  0.00026013544
  -0.0047382599  -0.0078265160  0.00025867245
  -0.0046621421  -0.0078839703  0.00025718065
  -0.0045852065  -0.0079404945  0.00025565504
  -0.0045074151  -0.0079960499  0.00025409319
  -0.0044287510  -0.0080505817  0.00025249504
  -0.0043492168  -0.0081040310  0.00025086203
  -0.0042688318  -0.0081563406  0.00024919671
  -0.0041876282  -0.0082074573  0.00024750272
  -0.0041056535  -0.0082573313  0.00024578521
  -0.0040229814  -0.0083059288  0.00024405103
  -0.0039396855  -0.0083532643  0.00024230363
  -0.0038558001  -0.0083993642  0.00024054232
  -0.0037713460  -0.0084442419  0.00023876656
  -0.0036863420  -0.0084879059  0.00023697619
  -0.0036008042  -0.0085303641  0.00023517097
  -0.0035147437  -0.0085716229  0.00023335032
  -0.0034281656  -0.0086116838  0.00023151354
  -0.0033410748  -0.0086505346  0.00022966101
  -0.0032534992  -0.0086881577  0.00022779557
  -0.0031654737  -0.0087245697  0.00022591781
  -0.0030769991  -0.0087597959  0.00022402420
  -0.0029880597  -0.0087938429  0.00022211081
  -0.0028986376  -0.0088267002  0.00022017427
  -0.0028087174  -0.0088583435  0.00021821174
  -0.0027182887  -0.0088887357  0.00021622098
  -0.0026273491  -0.0089178266  0.00021420059
  -0.0025359104  -0.0089455465  0.00021215143
  -0.0024440298  -0.0089718144  0.00021007920
  -0.0023518016  -0.0089965922  0.00020798980
  -0.0022593092  -0.0090198761  0.00020588607
  -0.0021666266  -0.0090416750  0.00020377010
  -0.0020738225  -0.0090620091  0.00020164384
  -0.0019809579  -0.0090809110  0.00019950881
  -0.0018880817  -0.0090984241  0.00019736579
  -0.0017952239  -0.0091145973  0.00019521444
  -0.0017023944  -0.0091294668  0.00019305453
  -0.0016096162  -0.0091430463  0.00019088963
  -0.0015169308  -0.0091553743  0.00018872357
  -0.0014243573  -0.0091665099  0.00018655692
  -0.0013318924  -0.0091765102  0.00018438854
  -0.0012395176  -0.0091854242  0.00018221659
  -0.0011472023  -0.0091932925  0.00018003861
  -0.0010549042  -0.0092001460  0.00017785133
 -0.00096256580  -0.0092060027  0.00017565021
 -0.00087011065  -0.0092108480  0.00017343046
 -0.00077748446  -0.0092146156  0.00017119199
 -0.00068467762  -0.0092172364  0.00016893737
 -0.00059169532  -0.0092186503  0.00016666821
 -0.00049855561  -0.0092187964  0.00016438598
 -0.00040529391  -0.0092176170  0.00016209273
 -0.00031196266  -0.0092150649  0.00015979096
 -0.00021862573  -0.0092111110  0.00015748297
 -0.00012534443  -0.0092057500  0.00015516957
 -3.2156994E-05  -0.0091989817  0.00015284987
  6.0892460E-05  -0.0091907812  0.00015052644
  0.00015373077  -0.0091811382  0.00014820423
  0.00024628545  -0.0091700685  0.00014588681
  0.00033849422  -0.0091576027  0.00014357635
  0.00043030424  -0.0091437796  0.00014127418
  0.00052167052  -0.0091286448  0.00013898095
  0.00061255579  -0.0091122531  0.00013669640
  0.00070293950  -0.0090946744  0.00013441796
  0.00079284227  -0.0090759759  0.00013213985
  0.00088229840  -0.0090561815  0.00012985875
  0.00097132237  -0.0090353013  0.00012757430
   0.0010599259  -0.0090133466  0.00012528596
   0.0011481235  -0.0089903224  0.00012299292
   0.0012359281  -0.0089662229  0.00012069459
   0.0013233432  -0.0089410318  0.00011839121
   0.0014103557  -0.0089147305  0.00011608394
   0.0014969397  -0.0088873162  0.00011377331
   0.0015830890  -0.0088587987  0.00011145694
   0.0016688019  -0.0088291597  0.00010913476
   0.0017540492  -0.0087983775  0.00010681015
   0.0018387896  -0.0087664460  0.00010448721
   0.0019229816  -0.0087333732  0.00010216979
   0.0020065868  -0.0086991756  9.9861504E-05
   0.0020895697  -0.0086638745  9.7565862E-05
   0.0021718919  -0.0086274978  9.5286471E-05
   0.0022535147  -0.0085900959  9.3025314E-05
   0.0023344371  -0.0085517391  9.0779328E-05
   0.0024146870  -0.0085124676  8.8545208E-05
   0.0024942853  -0.0084723012  8.6321761E-05
   0.0025732487  -0.0084312561  8.4108251E-05
   0.0026515959  -0.0083893451  8.1903729E-05
   0.0027293487  -0.0083465740  7.9707072E-05
   0.0028065289  -0.0083029370  7.7517476E-05
   0.0028831482  -0.0082584158  7.5335256E-05
   0.0029591997  -0.0082130003  7.3160683E-05
   0.0030346950  -0.0081666972  7.0989752E-05
   0.0031096619  -0.0081194829  6.8818226E-05
   0.0031841077  -0.0080713099  6.6644707E-05
   0.0032580149  -0.0080221269  6.4469783E-05
   0.0033313462  -0.0079718885  6.2295291E-05
   0.0034040507  -0.0079205592  6.0123968E-05
   0.0034760670  -0.0078681124  5.7959549E-05
   0.0035473183  -0.0078145294  5.5807611E-05
   0.0036177034  -0.0077598224  5.3674559E-05
   0.0036871416  -0.0077040527  5.1562009E-05
   0.0037555890  -0.0076472836  4.9469135E-05
   0.0038230126  -0.0075895721  4.7395613E-05
   0.0038893859  -0.0075309762  4.5341364E-05
   0.0039546916  -0.0074715563  4.3306100E-05
   0.0040189244  -0.0074113731  4.1289182E-05
   0.0040820923  -0.0073504810  3.9289978E-05
   0.0041442052  -0.0072889180  3.7309505E-05
   0.0042052532  -0.0072267267  3.5350639E-05
   0.0042652441  -0.0071639805  3.3412158E-05
   0.0043242234  -0.0071007431  3.1489944E-05
   0.0043822518  -0.0070370523  2.9579928E-05
   0.0044393933  -0.0069729224  2.7678604E-05
   0.0044957089  -0.0069083466  2.5783103E-05
   0.0045512520  -0.0068432991  2.3891273E-05
   0.0046060663  -0.0067777351  2.2002074E-05
   0.0046601729  -0.0067115835  2.0117642E-05
   0.0047135384  -0.0066447728  1.8244503E-05
   0.0047661094  -0.0065772755  1.6387242E-05
   0.0048178427  -0.0065090831  1.4548033E-05
   0.0048686985  -0.0064401934  1.2728577E-05
   0.0049186366  -0.0063706119  1.0930378E-05
   0.0049676191  -0.0063003533  9.1544703E-06
   0.0050156147  -0.0062294411  7.4010238E-06
   0.0050626057  -0.0061579016  5.6692094E-06
   0.0051085831  -0.0060857422  3.9594743E-06
   0.0051535064  -0.0060129630  2.2762139E-06
   0.0051973267  -0.0059396001  6.2215958E-07
   0.0052400161  -0.0058657065 -1.0028319E-06
   0.0052815643  -0.0057913368 -2.6002334E-06
   0.0053219741  -0.0057165435 -4.1723012E-06
   0.0053612601  -0.0056413756 -5.7220599E-06
   0.0053994504  -0.0055658775 -7.2535922E-06
   0.0054365926  -0.0054900815 -8.7723810E-06
   0.0054727486  -0.0054139801 -1.0282774E-05
   0.0055079428  -0.0053375288 -1.1783654E-05
   0.0055421664  -0.0052606957 -1.3272837E-05
   0.0055754017  -0.0051834594 -1.4748841E-05
   0.0056076223  -0.0051058038 -1.6210028E-05
   0.0056387914  -0.0050277218 -1.7654314E-05
   0.0056688655  -0.0049492204 -1.9079444E-05
   0.0056978003  -0.0048703258 -2.0483797E-05
   0.0057255687  -0.0047910834 -2.1867836E-05
   0.0057521721  -0.0047115264 -2.3232566E-05
   0.0057775948  -0.0046316643 -2.4574555E-05
   0.0058018040  -0.0045515255 -2.5889491E-05
   0.0058247749  -0.0044711556 -2.7174447E-05
   0.0058464939  -0.0043906068 -2.8427573E-05
   0.0058669574  -0.0043099344 -2.9647744E-05
   0.0058861696  -0.0042291957 -3.0834511E-05
   0.0059041436  -0.0041484541 -3.1988668E-05
   0.0059209161  -0.0040677831 -3.3114153E-05
   0.0059365658  -0.0039872323 -3.4217169E-05
   0.0059511658  -0.0039068047 -3.5300275E-05
   0.0059647705  -0.0038264917 -3.6364394E-05
   0.0059774293  -0.0037462773 -3.7410703E-05
   0.0059891857  -0.0036661325 -3.8440352E-05
   0.0060000702  -0.0035860150 -3.9453841E-05
   0.0060100924  -0.0035058742 -4.0450574E-05
   0.0060192365  -0.0034256653 -4.1429160E-05
   0.0060274767  -0.0033453698 -4.2390014E-05
   0.0060348096  -0.0032649711 -4.3335826E-05
   0.0060412180  -0.0031844298 -4.4265765E-05
   0.0060466585  -0.0031037150 -4.5176648E-05
   0.0060510774  -0.0030228139 -4.6065004E-05
   0.0060544188  -0.0029417294 -4.6927533E-05
   0.0060566271  -0.0028604760 -4.7761018E-05
   0.0060576452  -0.0027790783 -4.8562050E-05
   0.0060574104  -0.0026975775 -4.9327124E-05
   0.0060558678  -0.0026160512 -5.0055638E-05
   0.0060530110  -0.0025345888 -5.0751499E-05
   0.0060488518  -0.0024532535 -5.1417351E-05
   0.0060434008  -0.0023721013 -5.2054406E-05
   0.0060366745  -0.0022911891 -5.2663855E-05
   0.0060287003  -0.0022105708 -5.3247243E-05
   0.0060195168  -0.0021302910 -5.3806251E-05
   0.0060091672  -0.0020503786 -5.4341967E-05
   0.0059976848  -0.0019708490 -5.4854079E-05
   0.0059850935  -0.0018917317 -5.5343564E-05
   0.0059714479  -0.0018130563 -5.5815288E-05
   0.0059568077  -0.0017348166 -5.6272669E-05
   0.0059412128  -0.0016569878 -5.6716564E-05
   0.0059246849  -0.0015795414 -5.7146271E-05
   0.0059072329  -0.0015024507 -5.7560142E-05
   0.0058888567  -0.0014256913 -5.7955794E-05
   0.0058695472  -0.0013492378 -5.8329684E-05
   0.0058492731  -0.0012730659 -5.8676068E-05
   0.0058279814  -0.0011971871 -5.8989920E-05
   0.0058056487  -0.0011216432 -5.9271192E-05
   0.0057822722  -0.0010464669 -5.9520783E-05
   0.0057578509 -0.00097168465 -5.9739064E-05
   0.0057323847 -0.00089732389 -5.9926336E-05
   0.0057058776 -0.00082341432 -6.0083214E-05
   0.0056783413 -0.00074998556 -6.0210726E-05
   0.0056497953 -0.00067705876 -6.0309640E-05
   0.0056202489 -0.00060464061 -6.0378436E-05
   0.0055896913 -0.00053275856 -6.0415414E-05
   0.0055581403 -0.00046146302 -6.0423631E-05
   0.0055256399 -0.00039078762 -6.0407771E-05
   0.0054922399 -0.00032074382 -6.0372154E-05
   0.0054579863 -0.00025132508 -6.0320403E-05
   0.0054229162 -0.00018251149 -6.0255392E-05
   0.0053870575 -0.00011427359 -6.0179231E-05
   0.0053504284 -4.6569500E-05 -6.0092654E-05
   0.0053130181  2.0661087E-05 -5.9992270E-05
   0.0052747680  8.7454104E-05 -5.9871957E-05
   0.0052356216  0.00015380204 -5.9728635E-05
   0.0051955362  0.00021968294 -5.9560833E-05
   0.0051544756  0.00028506710 -5.9367352E-05
   0.0051124090  0.00034991578 -5.9147200E-05
   0.0050693134  0.00041418048 -5.8899901E-05
   0.0050251791  0.00047780420 -5.8625935E-05
   0.0049800178  0.00054073290 -5.8326524E-05
